hours-per-week,education,workclass,age,YearofExperience,fnlwgt
40,Some-college,Local-gov,38,3.8,189614
40,HS-grad,Private,21,2.1,100345
15,10th,Private,22,2.2,163687
35,Masters,Local-gov,34,3.4,174215
45,Some-college,Private,32,3.2,37646
20,Some-college,Private,33,3.3,84154
52,Some-college,Private,41,4.1,116493
40,HS-grad,Private,38,3.8,259972
40,Bachelors,State-gov,58,5.8,185338
35,Some-college,Private,44,4.4,99212
40,Bachelors,Private,61,6.1,54780
40,Some-college,Private,35,3.5,393673
50,HS-grad,Private,36,3.6,66687
40,Some-college,Private,44,4.4,133986
40,HS-grad,Private,35,3.5,248694
38,Bachelors,Private,43,4.3,212888
50,HS-grad,Self-emp-inc,51,5.1,304955
53,HS-grad,Private,23,2.3,172232
40,HS-grad,Private,59,5.9,32446
12,HS-grad,Private,18,1.8,182701
15,Some-college,Private,23,2.3,164920
40,HS-grad,Private,24,2.4,274424
40,10th,Private,57,5.7,176904
35,Some-college,Private,28,2.8,217530
50,Bachelors,Private,59,5.9,318450
48,HS-grad,Private,39,3.9,210945
50,HS-grad,Private,26,2.6,181838
23,11th,Private,17,1.7,91931
40,Prof-school,Self-emp-not-inc,45,4.5,123681
20,HS-grad,Local-gov,64,6.4,181628
4,Bachelors,?,72,7.2,305145
40,Masters,Private,55,5.5,174533
16,HS-grad,Private,47,4.7,94342
40,Some-college,Private,43,4.3,215624
40,HS-grad,Self-emp-not-inc,46,4.6,112485
40,HS-grad,Private,54,5.4,27484
40,Bachelors,Private,26,2.6,186454
40,Bachelors,State-gov,28,2.8,187746
40,Assoc-voc,Private,57,5.7,358628
40,HS-grad,Private,35,3.5,295939
40,HS-grad,Self-emp-not-inc,61,6.1,127198
65,Some-college,Private,48,4.8,81497
55,Bachelors,Self-emp-not-inc,30,3,143078
40,Assoc-voc,Self-emp-not-inc,70,7,177806
40,9th,Local-gov,30,3,210926
40,HS-grad,Private,34,3.4,195144
40,Bachelors,Private,26,2.6,252563
40,12th,Self-emp-not-inc,41,4.1,170785
30,Some-college,Private,19,1.9,111232
40,HS-grad,Private,59,5.9,59584
40,Bachelors,Private,48,4.8,148254
70,HS-grad,Local-gov,30,3,19302
32,HS-grad,Private,52,5.2,285224
50,Bachelors,Private,43,4.3,172256
40,Bachelors,State-gov,51,5.1,128260
40,Some-college,Private,25,2.5,156163
40,Some-college,Private,31,3.1,155914
40,HS-grad,Private,19,1.9,58471
70,Assoc-voc,Private,29,2.9,282389
45,HS-grad,Private,40,4,117915
40,Assoc-voc,Private,40,4,163628
40,11th,Private,45,4.5,287436
40,HS-grad,State-gov,58,5.8,139736
50,Masters,Local-gov,28,2.8,136643
40,Bachelors,Local-gov,43,4.3,180572
40,Bachelors,State-gov,40,4,148805
56,Some-college,Private,55,5.5,497039
24,HS-grad,Private,18,1.8,226956
40,HS-grad,Private,36,3.6,157184
30,HS-grad,Private,21,2.1,315470
40,Masters,Private,45,4.5,252079
60,Bachelors,Private,53,5.3,138022
40,HS-grad,Private,33,3.3,48520
20,Some-college,Self-emp-not-inc,35,3.5,346605
29,HS-grad,Private,35,3.5,139770
40,HS-grad,Private,41,4.1,209899
45,Bachelors,Self-emp-not-inc,44,4.4,55844
40,HS-grad,Private,61,6.1,215789
12,Some-college,Private,18,1.8,126913
38,Bachelors,State-gov,42,4.2,101950
40,HS-grad,Private,28,2.8,451742
40,HS-grad,Private,53,5.3,173754
40,HS-grad,Private,51,5.1,350131
40,Bachelors,Private,32,3.2,185820
40,HS-grad,Private,35,3.5,176837
56,Bachelors,Private,44,4.4,271282
20,Assoc-acdm,?,25,2.5,420081
40,Bachelors,State-gov,38,3.8,142282
50,Bachelors,State-gov,28,2.8,266855
40,HS-grad,Private,36,3.6,148143
32,Bachelors,State-gov,40,4,21189
40,Assoc-voc,Private,37,3.7,110013
20,11th,Private,18,1.8,350400
50,Some-college,Private,51,5.1,275507
80,Some-college,Private,42,4.2,169948
40,Assoc-voc,Private,41,4.1,298161
25,HS-grad,?,45,4.5,120131
38,Bachelors,State-gov,32,3.2,113129
40,Some-college,Private,24,2.4,201680
20,10th,Private,63,6.3,158609
40,Some-college,Self-emp-inc,67,6.7,22313
50,HS-grad,Private,36,3.6,261012
60,12th,Private,52,5.2,104501
40,HS-grad,Private,32,3.2,50178
45,Some-college,Private,38,3.8,65624
10,Bachelors,Private,33,3.3,236481
40,HS-grad,Private,50,5,213041
40,HS-grad,Private,55,5.5,105127
42,Some-college,?,47,4.7,127441
40,HS-grad,Private,30,3,210541
8,5th-6th,Self-emp-not-inc,40,4,163512
40,HS-grad,Private,36,3.6,170376
40,1st-4th,Private,50,5,132465
40,Bachelors,Private,45,4.5,253827
40,HS-grad,Private,22,2.2,186383
50,HS-grad,Private,34,3.4,111985
60,Some-college,Private,37,3.7,152909
29,7th-8th,Private,57,5.7,279340
40,Some-college,Private,29,2.9,154571
40,HS-grad,Private,31,3.1,270889
40,Some-college,Private,32,3.2,241731
45,Bachelors,?,45,4.5,256649
40,HS-grad,Private,31,3.1,176711
30,HS-grad,Private,29,2.9,359155
40,Bachelors,State-gov,30,3,103651
50,HS-grad,Self-emp-not-inc,43,4.3,138872
50,Doctorate,Private,50,5,180195
60,Bachelors,Local-gov,37,3.7,175979
35,Masters,Local-gov,59,5.9,53612
40,HS-grad,Local-gov,18,1.8,28357
43,Bachelors,Private,25,2.5,460322
52,Some-college,Private,36,3.6,182954
12,10th,Private,17,1.7,242871
40,HS-grad,Local-gov,55,5.5,30636
40,HS-grad,Local-gov,47,4.7,274657
16,10th,?,17,1.7,179807
30,Some-college,Private,18,1.8,230215
80,Some-college,Federal-gov,46,4.6,260549
40,HS-grad,Private,31,3.1,408208
40,HS-grad,Private,61,6.1,143837
38,Preschool,Private,28,2.8,203784
40,Bachelors,Federal-gov,43,4.3,190020
50,Bachelors,Private,26,2.6,666014
40,HS-grad,Private,32,3.2,50753
40,HS-grad,Federal-gov,52,5.2,197515
40,Masters,Private,55,5.5,209476
40,HS-grad,Private,67,6.7,192995
48,Some-college,Private,25,2.5,39640
50,Bachelors,Private,33,3.3,203488
38,Assoc-acdm,Private,29,2.9,125791
40,Some-college,Private,20,2,167424
40,Some-college,?,58,5.8,169590
20,Bachelors,?,56,5.6,174533
45,Some-college,Private,37,3.7,474568
35,7th-8th,Private,36,3.6,414910
60,Some-college,Self-emp-inc,21,2.1,95997
16,HS-grad,Private,26,2.6,191797
30,1st-4th,?,81,8.1,143732
40,Assoc-acdm,Private,52,5.2,65624
40,HS-grad,Private,48,4.8,352614
50,Bachelors,Private,34,3.4,301251
40,5th-6th,Private,47,4.7,98524
48,Assoc-voc,Private,37,3.7,112512
45,Bachelors,Local-gov,37,3.7,170861
40,HS-grad,Private,42,4.2,244668
25,Some-college,Private,23,2.3,148890
50,HS-grad,Private,37,3.7,149898
40,Doctorate,Private,45,4.5,240629
40,Some-college,Federal-gov,28,2.8,19522
40,Bachelors,Private,89,8.9,152839
37,Masters,Local-gov,54,5.4,105788
24,Some-college,Private,23,2.3,314823
25,5th-6th,?,20,2,287681
40,HS-grad,?,50,5,313445
40,HS-grad,Private,35,3.5,289148
40,HS-grad,Private,37,3.7,166193
40,HS-grad,Federal-gov,31,3.1,206857
42,Bachelors,Private,24,2.4,150683
40,Some-college,Private,52,5.2,155759
30,HS-grad,?,18,1.8,211459
40,HS-grad,Private,35,3.5,191103
40,Masters,Private,51,5.1,88856
65,HS-grad,Private,41,4.1,193882
40,Some-college,State-gov,57,5.7,222792
40,HS-grad,Private,22,2.2,190137
45,Bachelors,Private,37,3.7,174308
35,HS-grad,Private,74,7.4,172787
40,HS-grad,Private,56,5.6,146391
48,HS-grad,Private,33,3.3,179708
30,Some-college,Local-gov,31,3.1,314375
35,Bachelors,Local-gov,41,4.1,120277
40,Bachelors,Private,26,2.6,244906
25,10th,Local-gov,59,5.9,251890
60,HS-grad,Private,23,2.3,220993
40,HS-grad,Private,35,3.5,309131
40,Assoc-voc,State-gov,50,5,263200
32,Some-college,Self-emp-not-inc,52,5.2,92469
40,Some-college,Private,31,3.1,32406
35,HS-grad,Private,37,3.7,235070
40,Some-college,Private,48,4.8,196571
40,Some-college,Local-gov,50,5,258819
40,HS-grad,Private,30,3,33945
40,HS-grad,Private,24,2.4,452640
60,HS-grad,Self-emp-not-inc,57,5.7,112772
48,Assoc-voc,Self-emp-not-inc,49,4.9,34845
40,Bachelors,Private,23,2.3,119051
36,Some-college,Private,20,2,197767
40,HS-grad,Local-gov,52,5.2,181578
50,Bachelors,Private,56,5.6,329654
60,Masters,Federal-gov,57,5.7,47534
40,Some-college,Private,20,2,341294
35,HS-grad,Private,43,4.3,336042
50,Prof-school,Self-emp-inc,41,4.1,56019
40,Some-college,Private,45,4.5,86505
45,HS-grad,Private,36,3.6,274106
40,9th,Federal-gov,62,6.2,52765
6,HS-grad,Self-emp-inc,19,1.9,136848
50,Some-college,Private,24,2.4,298227
20,HS-grad,Self-emp-not-inc,19,1.9,215493
40,HS-grad,?,20,2,197583
40,Bachelors,Private,32,3.2,265190
45,Some-college,Self-emp-not-inc,44,4.4,96921
40,7th-8th,Local-gov,53,5.3,202420
36,7th-8th,Private,45,4.5,252616
50,Masters,Private,39,3.9,102976
25,Masters,Private,55,5.5,70439
55,Bachelors,Private,30,3,184290
40,Some-college,Federal-gov,39,3.9,72887
45,HS-grad,Local-gov,23,2.3,237498
48,Bachelors,Self-emp-not-inc,28,2.8,228043
40,Assoc-voc,Private,42,4.2,144056
40,HS-grad,Private,35,3.5,187711
25,HS-grad,Private,39,3.9,282489
20,Bachelors,Private,29,2.9,359155
35,HS-grad,Self-emp-not-inc,21,2.1,87169
38,Masters,Private,35,3.5,251091
40,Some-college,Private,42,4.2,130126
30,9th,Private,28,2.8,163265
20,7th-8th,Private,57,5.7,250040
45,HS-grad,?,59,5.9,218764
40,Preschool,Private,50,5,176773
50,Prof-school,Self-emp-not-inc,37,3.7,98941
40,HS-grad,Private,20,2,217467
50,Some-college,Self-emp-not-inc,46,4.6,97176
40,Some-college,Private,28,2.8,230503
38,Some-college,Private,32,3.2,227321
35,9th,Private,20,2,199698
40,Bachelors,Local-gov,38,3.8,347491
45,Bachelors,Private,36,3.6,103925
16,Masters,Private,30,3,124569
45,Masters,Private,35,3.5,80680
50,Masters,State-gov,30,3,119197
40,9th,Private,56,5.6,147055
40,9th,Private,30,3,316470
40,1st-4th,Private,64,6.4,260082
20,Some-college,?,21,2.1,228960
35,10th,?,17,1.7,256496
40,HS-grad,Private,49,4.9,133351
40,Bachelors,Private,37,3.7,151835
8,Bachelors,?,52,5.2,224793
33,HS-grad,Private,55,5.5,101480
20,11th,Private,24,2.4,138719
30,HS-grad,Private,23,2.3,129121
39,Some-college,Private,31,3.1,401069
14,10th,?,17,1.7,188758
38,HS-grad,Private,50,5,191598
55,HS-grad,Private,33,3.3,330715
40,Bachelors,Private,24,2.4,284317
45,12th,Private,37,3.7,393673
60,10th,Self-emp-not-inc,31,3.1,206609
8,Some-college,?,77,7.7,88545
38,Bachelors,Private,21,2.1,224632
10,Some-college,Private,18,1.8,227529
40,HS-grad,Private,25,2.5,210148
40,Assoc-voc,Private,57,5.7,224174
60,Some-college,Private,25,2.5,193787
20,Some-college,Self-emp-not-inc,62,6.2,244953
48,Assoc-voc,Private,35,3.5,223749
40,Some-college,Private,26,2.6,37650
40,HS-grad,Private,47,4.7,358382
40,Assoc-acdm,Private,25,2.5,155275
40,Assoc-voc,Private,33,3.3,180574
40,Bachelors,Private,28,2.8,101853
40,Prof-school,Self-emp-not-inc,42,4.2,34161
40,Masters,Private,50,5,83311
40,1st-4th,Private,61,6.1,217125
40,HS-grad,Private,50,5,166368
40,HS-grad,?,23,2.3,44793
25,Some-college,?,27,2.7,123147
50,HS-grad,Private,51,5.1,184529
39,Some-college,Private,37,3.7,224566
35,Bachelors,Private,25,2.5,195994
42,Bachelors,Private,38,3.8,186376
60,Prof-school,Federal-gov,60,6,38749
50,HS-grad,?,66,6.6,78375
24,Some-college,Private,74,7.4,148867
70,Masters,Private,37,3.7,207066
40,Bachelors,Private,26,2.6,339423
40,Some-college,Private,39,3.9,172186
8,HS-grad,?,19,1.9,138564
36,10th,Private,35,3.5,208259
40,Masters,Local-gov,43,4.3,203376
50,HS-grad,Self-emp-inc,31,3.1,243165
50,Some-college,Self-emp-inc,35,3.5,213008
65,Some-college,Private,30,3,159323
20,HS-grad,Private,22,2.2,197050
40,7th-8th,Private,36,3.6,166855
34,Some-college,Private,19,1.9,163072
75,HS-grad,Private,36,3.6,191807
40,Bachelors,State-gov,29,2.9,48634
40,Some-college,Local-gov,30,3,287737
40,HS-grad,Private,31,3.1,162623
40,HS-grad,Private,27,2.7,104993
40,Assoc-voc,?,44,4.4,256211
15,11th,Private,17,1.7,298605
40,HS-grad,Private,36,3.6,115803
40,Bachelors,Private,43,4.3,183342
40,9th,Self-emp-not-inc,46,4.6,115971
20,HS-grad,Private,24,2.4,254547
40,Some-college,Private,42,4.2,211940
43,Some-college,State-gov,55,5.5,136819
40,Assoc-voc,Self-emp-not-inc,61,6.1,186000
10,HS-grad,Private,20,2,289982
40,Some-college,Private,60,6,137344
40,Assoc-voc,Private,24,2.4,174413
51,Bachelors,Private,33,3.3,186993
50,Some-college,Self-emp-not-inc,67,6.7,176388
50,HS-grad,Private,34,3.4,49469
30,Some-college,Private,34,3.4,83800
40,Some-college,Private,38,3.8,194809
40,Bachelors,Private,50,5,194397
46,Some-college,Private,45,4.5,181363
35,HS-grad,?,55,5.5,227243
35,HS-grad,Private,18,1.8,176136
40,10th,?,26,2.6,102541
30,Assoc-voc,Private,40,4,166088
40,Some-college,Self-emp-inc,37,3.7,95634
45,10th,Private,35,3.5,66304
25,Some-college,Private,22,2.2,64292
40,HS-grad,Private,33,3.3,41610
40,Some-college,Local-gov,42,4.2,198028
40,Some-college,Private,36,3.6,228652
60,Some-college,Private,41,4.1,165815
40,HS-grad,Private,39,3.9,238255
40,Some-college,Private,63,6.3,65740
60,Some-college,Private,52,5.2,279543
35,10th,Private,36,3.6,114765
42,Masters,Private,27,2.7,279580
15,11th,Private,19,1.9,73257
40,Some-college,Private,66,6.6,80621
40,Some-college,State-gov,74,7.4,193602
5,9th,?,17,1.7,141445
45,Assoc-voc,Private,37,3.7,224512
50,HS-grad,Self-emp-not-inc,52,5.2,98642
40,Some-college,?,21,2.1,182288
40,Masters,Private,44,4.4,765214
65,Bachelors,Private,24,2.4,224785
18,Some-college,?,19,1.9,285177
45,Assoc-voc,Private,31,3.1,241880
40,Some-college,Self-emp-inc,42,4.2,201495
15,Bachelors,Private,35,3.5,165215
55,Assoc-voc,Self-emp-inc,35,3.5,99146
80,Prof-school,State-gov,26,2.6,92795
40,Some-college,Self-emp-not-inc,39,3.9,54022
50,Bachelors,Private,38,3.8,175268
40,Bachelors,Local-gov,39,3.9,123983
40,Bachelors,Private,35,3.5,269323
45,HS-grad,Private,40,4,32798
40,Prof-school,Private,64,6.4,101077
40,Some-college,?,22,2.2,157332
45,Bachelors,Private,49,4.9,390746
38,10th,Private,26,2.6,200318
25,Some-college,?,38,3.8,36425
45,5th-6th,Private,44,4.4,221172
50,Bachelors,Self-emp-inc,34,3.4,337995
40,Some-college,Private,54,5.4,64421
10,Some-college,Private,22,2.2,199915
40,Assoc-acdm,Private,64,6.4,207658
20,HS-grad,Private,22,2.2,124810
55,Bachelors,Self-emp-inc,40,4,253060
40,HS-grad,Private,36,3.6,76878
40,HS-grad,?,20,2,38455
40,Some-college,Private,49,4.9,41294
40,HS-grad,Private,42,4.2,205195
50,Bachelors,Private,48,4.8,162236
40,12th,Private,27,2.7,445480
40,11th,Private,30,3,761800
28,HS-grad,Private,22,2.2,188300
45,HS-grad,Private,36,3.6,138088
40,Some-college,Private,53,5.3,132304
40,HS-grad,Private,32,3.2,126173
50,Some-college,Private,48,4.8,259873
40,Assoc-acdm,Private,40,4,122215
40,Bachelors,Private,24,2.4,190015
40,Prof-school,Self-emp-not-inc,35,3.5,313132
40,Some-college,Self-emp-not-inc,35,3.5,103323
15,Some-college,?,17,1.7,44789
40,Bachelors,Private,28,2.8,192932
80,HS-grad,Private,30,3,264025
50,Bachelors,Private,37,3.7,30269
40,HS-grad,Private,23,2.3,283092
22,10th,Private,17,1.7,125236
55,HS-grad,Private,47,4.7,187308
40,Some-college,Private,43,4.3,150519
40,Some-college,Local-gov,39,3.9,32587
40,HS-grad,Private,37,3.7,244803
35,HS-grad,Private,23,2.3,316793
40,HS-grad,Private,41,4.1,106068
35,HS-grad,Private,22,2.2,191878
35,Bachelors,?,30,3,159008
60,Doctorate,Private,39,3.9,181983
50,HS-grad,Private,65,6.5,113293
63,Bachelors,Local-gov,61,6.1,224711
30,12th,Private,20,2,460356
55,HS-grad,Local-gov,37,3.7,184474
60,Bachelors,Private,39,3.9,289890
40,HS-grad,Private,27,2.7,183148
55,10th,Self-emp-not-inc,32,3.2,178109
35,Some-college,Private,54,5.4,351760
40,Bachelors,Private,39,3.9,176967
20,11th,Private,17,1.7,67444
27,HS-grad,Private,23,2.3,48343
25,11th,Private,19,1.9,1047822
40,Some-college,Local-gov,55,5.5,200448
3,Assoc-acdm,Private,36,3.6,34364
40,11th,Private,27,2.7,95725
40,Some-college,Private,23,2.3,124802
55,Bachelors,Local-gov,38,3.8,196673
40,HS-grad,Private,22,2.2,196943
40,Bachelors,Private,31,3.1,43819
60,Bachelors,Private,53,5.3,173020
20,Bachelors,Local-gov,67,6.7,102690
55,HS-grad,Private,42,4.2,199018
40,Assoc-voc,Private,29,2.9,201954
40,Some-college,Private,31,3.1,168854
40,10th,Private,22,2.2,53702
40,HS-grad,Private,50,5,154043
50,Assoc-acdm,Self-emp-inc,41,4.1,64112
2,Bachelors,?,68,6.8,294420
50,Bachelors,Self-emp-inc,42,4.2,325159
20,Some-college,Private,20,2,267706
40,HS-grad,Private,18,1.8,70240
20,7th-8th,Private,31,3.1,213307
40,Some-college,Private,56,5.6,192845
40,HS-grad,Private,23,2.3,273010
32,Assoc-voc,?,45,4.5,177775
30,Some-college,?,22,2.2,393122
46,Bachelors,Private,23,2.3,345577
50,HS-grad,Self-emp-not-inc,54,5.4,72257
38,Assoc-acdm,Private,34,3.4,113129
10,Some-college,Private,36,3.6,292380
40,Assoc-voc,Private,29,2.9,121040
6,9th,Private,67,6.7,142097
48,Bachelors,Federal-gov,48,4.8,34998
46,Masters,State-gov,53,5.3,41021
50,7th-8th,Private,42,4.2,152889
20,HS-grad,Private,56,5.6,436651
30,Some-college,?,20,2,256504
40,HS-grad,Private,40,4,215479
40,Bachelors,State-gov,55,5.5,100285
40,7th-8th,Private,61,6.1,373099
40,Bachelors,Self-emp-not-inc,35,3.5,99357
50,HS-grad,Private,42,4.2,67243
60,Some-college,Private,32,3.2,231263
40,Some-college,Private,19,1.9,243942
40,Assoc-acdm,Private,21,2.1,194102
40,HS-grad,Private,39,3.9,141748
40,HS-grad,Private,22,2.2,211013
35,HS-grad,Private,23,2.3,102652
70,11th,Private,49,4.9,201127
32,Some-college,?,57,5.7,172667
40,11th,Local-gov,49,4.9,175958
4,10th,Private,34,3.4,73928
32,11th,Private,46,4.6,212944
40,Some-college,Private,26,2.6,544319
41,HS-grad,Private,38,3.8,348960
40,10th,Private,59,5.9,280519
40,Assoc-acdm,Private,24,2.4,155172
40,Assoc-voc,Private,26,2.6,106856
50,Some-college,Private,41,4.1,397346
38,HS-grad,Private,27,2.7,253814
35,HS-grad,Private,23,2.3,201490
40,9th,Private,19,1.9,176806
40,HS-grad,Private,39,3.9,107038
40,Some-college,Private,46,4.6,122194
40,HS-grad,Self-emp-not-inc,28,2.8,180928
40,HS-grad,Private,62,6.2,143746
35,Assoc-acdm,Private,28,2.8,183523
40,HS-grad,Federal-gov,35,3.5,179262
42,HS-grad,Private,38,3.8,190759
60,Doctorate,Self-emp-inc,53,5.3,200400
50,Bachelors,Private,29,2.9,166320
8,12th,Private,17,1.7,205954
37,HS-grad,Local-gov,45,4.5,251786
40,HS-grad,Private,20,2,166371
40,Some-college,?,27,2.7,135046
40,HS-grad,Local-gov,59,5.9,170423
40,Masters,Private,37,3.7,393673
40,Some-college,Private,27,2.7,115438
40,Bachelors,Private,29,2.9,173944
35,Some-college,?,26,2.6,292803
40,10th,Private,63,6.3,149756
50,Some-college,Private,39,3.9,192251
40,Some-college,Private,20,2,163687
35,HS-grad,Private,20,2,200421
60,Prof-school,Self-emp-inc,53,5.3,368014
40,10th,?,49,4.9,141483
40,Bachelors,Federal-gov,35,3.5,191480
60,HS-grad,Private,40,4,202466
40,Masters,?,50,5,28765
45,Masters,Private,35,3.5,141584
40,Masters,Federal-gov,38,3.8,143123
40,HS-grad,Private,47,4.7,122194
40,Some-college,State-gov,32,3.2,110171
60,Bachelors,Self-emp-inc,43,4.3,342510
30,Some-college,Private,20,2,42279
40,HS-grad,Private,33,3.3,201122
45,Some-college,Private,23,2.3,254025
50,Prof-school,Private,50,5,410114
50,Some-college,Private,60,6,320422
60,Doctorate,Private,56,5.6,67153
40,Some-college,Private,37,3.7,224406
64,10th,Private,57,5.7,211678
52,Assoc-voc,Private,22,2.2,257017
48,Prof-school,Self-emp-inc,48,4.8,106232
40,Some-college,State-gov,27,2.7,41115
50,12th,Self-emp-not-inc,18,1.8,161245
60,Assoc-acdm,Self-emp-not-inc,41,4.1,37618
40,Bachelors,Private,33,3.3,321787
50,HS-grad,Private,51,5.1,123011
45,Masters,Local-gov,33,3.3,66278
32,Bachelors,Private,25,2.5,181054
55,HS-grad,Self-emp-not-inc,55,5.5,129786
70,11th,Private,29,2.9,245402
41,Bachelors,?,24,2.4,192711
50,Bachelors,Private,41,4.1,240124
50,Masters,Local-gov,29,2.9,370675
50,Some-college,Self-emp-not-inc,39,3.9,34066
48,Some-college,Private,35,3.5,53553
40,Some-college,Private,20,2,319758
40,Assoc-voc,Private,41,4.1,43556
80,Bachelors,Self-emp-inc,26,2.6,97952
45,HS-grad,Private,44,4.4,244522
55,HS-grad,Private,32,3.2,188108
40,HS-grad,Private,35,3.5,187022
38,7th-8th,State-gov,59,5.9,173422
40,Some-college,State-gov,61,6.1,103575
43,HS-grad,Private,20,2,116830
45,12th,Private,58,5.8,219504
55,11th,Self-emp-not-inc,48,4.8,102102
40,Bachelors,Private,26,2.6,129661
40,Some-college,State-gov,28,2.8,189346
40,Bachelors,Private,48,4.8,113211
45,HS-grad,Private,45,4.5,256866
40,HS-grad,Private,18,1.8,186408
40,HS-grad,Private,23,2.3,50411
40,Some-college,Private,31,3.1,118941
20,HS-grad,?,19,1.9,171868
32,Assoc-acdm,Private,35,3.5,99065
40,HS-grad,Self-emp-not-inc,22,2.2,238917
60,HS-grad,Self-emp-not-inc,32,3.2,220740
20,HS-grad,Private,69,6.9,192660
43,Some-college,Private,39,3.9,56962
15,Some-college,?,21,2.1,156780
40,Bachelors,Private,22,2.2,122048
36,Masters,Private,52,5.2,172511
48,Masters,Private,44,4.4,186790
40,Assoc-acdm,Private,22,2.2,196280
45,Assoc-acdm,Private,49,4.9,61885
50,HS-grad,Private,51,5.1,143822
20,Masters,Private,27,2.7,315640
40,Bachelors,Private,34,3.4,617917
12,Some-college,Private,20,2,35448
40,Bachelors,Private,22,2.2,124483
35,11th,Private,68,6.8,230904
73,HS-grad,Private,31,3.1,164461
30,HS-grad,Private,22,2.2,450695
40,HS-grad,?,62,6.2,352156
40,HS-grad,Private,28,2.8,166634
60,Some-college,Private,46,4.6,151107
40,HS-grad,Private,49,4.9,219751
55,Masters,Private,40,4,85604
40,HS-grad,Local-gov,54,5.4,231482
58,9th,Private,24,2.4,138152
40,Assoc-acdm,Private,27,2.7,309196
40,HS-grad,Private,33,3.3,91666
42,Some-college,Private,19,1.9,89734
40,HS-grad,Private,27,2.7,79661
50,HS-grad,Private,39,3.9,197150
50,Bachelors,?,29,2.9,41281
50,12th,Private,29,2.9,53448
84,5th-6th,Self-emp-not-inc,44,4.4,255543
70,Doctorate,State-gov,51,5.1,367209
55,Bachelors,Private,37,3.7,226500
40,HS-grad,Private,56,5.6,292710
15,11th,Private,19,1.9,235732
40,Bachelors,Private,37,3.7,301614
15,Some-college,Private,18,1.8,261714
15,1st-4th,?,35,3.5,35751
35,7th-8th,Private,28,2.8,266316
60,Bachelors,Self-emp-inc,40,4,189941
40,Masters,Self-emp-not-inc,50,5,143535
60,HS-grad,Private,31,3.1,234537
50,11th,Self-emp-not-inc,57,5.7,181435
50,Bachelors,Private,40,4,94210
40,Bachelors,Private,44,4.4,344060
60,Some-college,Private,40,4,301359
45,Some-college,State-gov,42,4.2,184527
35,Some-college,Federal-gov,41,4.1,333070
45,Some-college,Private,23,2.3,149574
99,HS-grad,Self-emp-not-inc,41,4.1,34037
40,Some-college,Self-emp-not-inc,41,4.1,123502
75,Assoc-voc,Self-emp-not-inc,29,2.9,267661
40,Bachelors,Private,33,3.3,109920
46,HS-grad,Private,43,4.3,134120
10,Some-college,Private,18,1.8,192254
